Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
EXCHANGE,Current,2022-06-30 01:40:50,2022-06-30 01:40:50,Exchanged to SGD,-749.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-06-30 03:25:29,2022-06-30 03:26:10,Top-Up by *5577,1000.00,0.00,CHF,COMPLETED,1000.00
TRANSFER,Current,2022-07-05 05:54:51,2022-07-05 05:54:52,From Sasina Jeyabalasingam,31.60,0.00,CHF,COMPLETED,1031.60
EXCHANGE,Current,2022-07-05 16:00:03,2022-07-05 16:00:03,Exchanged to SGD,-1031.60,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-07-21 14:12:01,2022-07-21 14:12:39,Top-Up by *5577,1000.00,0.00,CHF,COMPLETED,1000.00
EXCHANGE,Current,2022-07-22 13:30:30,2022-07-22 13:30:30,Exchanged to SGD,-1000.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-07-23 06:45:52,2022-07-23 06:45:59,Top-Up by *5577,100.00,0.00,CHF,COMPLETED,100.00
TRANSFER,Current,2022-07-23 06:46:07,2022-07-23 06:46:07,To Sasina Jeyabalasingam,-7.23,0.00,CHF,COMPLETED,92.77
CARD_PAYMENT,Current,2022-07-24 04:09:37,2022-07-25 22:11:51,Evisa,-34.68,0.35,CHF,COMPLETED,57.74
TOPUP,Current,2022-07-26 13:17:46,2022-07-26 13:18:28,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,557.74
EXCHANGE,Current,2022-07-26 13:19:16,2022-07-26 13:19:16,Exchanged to USD,-557.74,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-07-30 00:29:13,2022-07-30 00:30:16,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
CARD_PAYMENT,Current,2022-07-31 15:33:04,2022-08-01 01:07:43,Grab* A-3pbisx6gwflp,-1.55,0.03,CHF,COMPLETED,498.42
CARD_PAYMENT,Current,2022-07-31 11:45:15,2022-08-01 01:07:43,Grab* A-3pauwinwwgrc,-1.06,0.02,CHF,COMPLETED,497.34
CARD_PAYMENT,Current,2022-07-30 15:06:55,2022-08-01 01:07:43,Grab* A-3p7ckmxwwinm,-1.64,0.03,CHF,COMPLETED,495.67
CARD_PAYMENT,Current,2022-07-30 11:21:06,2022-08-01 01:07:43,Grab* A-3p6nv3pgwhip,-1.29,0.02,CHF,COMPLETED,494.36
EXCHANGE,Current,2022-08-01 07:54:14,2022-08-01 07:54:14,Exchanged to USD,-494.36,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-07 03:36:12,2022-08-07 03:36:52,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
EXCHANGE,Current,2022-08-08 00:03:28,2022-08-08 00:03:28,Exchanged to SGD,-500.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-11 12:23:47,2022-08-11 12:25:05,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
EXCHANGE,Current,2022-08-12 10:02:55,2022-08-12 10:02:55,Exchanged to SGD,-500.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-16 00:36:48,2022-08-16 00:37:30,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
EXCHANGE,Current,2022-08-16 08:58:43,2022-08-16 08:58:43,Exchanged to SGD,-500.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-18 02:58:55,2022-08-18 02:59:34,Top-Up by *5577,1000.00,0.00,CHF,COMPLETED,1000.00
EXCHANGE,Current,2022-08-18 03:03:41,2022-08-18 03:03:41,Exchanged to EUR,-1000.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-19 08:38:10,2022-08-19 08:38:57,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
CARD_PAYMENT,Current,2022-08-21 02:41:31,2022-08-21 15:03:45,netflix.com,-13.02,0.13,CHF,COMPLETED,486.85
TOPUP,Current,2022-08-22 03:27:36,2022-08-22 03:28:16,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,986.85
CARD_PAYMENT,Current,2022-08-20 06:44:08,2022-08-22 13:19:03,Grab* A-3rsbulkwwjqa,-1.24,0.01,CHF,COMPLETED,985.60
CARD_PAYMENT,Current,2022-08-20 06:09:04,2022-08-22 13:19:03,Grab* A-3rsbulkwwjqa,-12.40,0.12,CHF,COMPLETED,973.08
CARD_PAYMENT,Current,2022-08-22 04:13:47,2022-08-23 01:27:30,Microsoft*subscription,-9.63,0.00,CHF,COMPLETED,963.45
EXCHANGE,Current,2022-08-23 05:34:30,2022-08-23 05:34:30,Exchanged to SGD,-300.00,0.00,CHF,COMPLETED,663.45
CARD_PAYMENT,Current,2022-08-21 07:41:46,2022-08-23 13:59:30,Grab* A-3swknuqwwf38,-0.62,0.01,CHF,COMPLETED,662.82
CARD_PAYMENT,Current,2022-08-21 06:17:43,2022-08-23 13:59:30,Grab* A-3swgipegwelj,-0.62,0.01,CHF,COMPLETED,662.19
CARD_PAYMENT,Current,2022-08-21 07:03:10,2022-08-23 13:59:30,Grab* A-3swknuqwwf38,-14.70,0.15,CHF,COMPLETED,647.34
EXCHANGE,Current,2022-08-25 00:12:11,2022-08-25 00:12:11,Exchanged to SGD,-250.00,0.00,CHF,COMPLETED,397.34
CARD_PAYMENT,Current,2022-08-24 16:00:49,2022-08-25 01:10:12,Hotel On Booking.com,-227.09,0.00,CHF,COMPLETED,170.25
EXCHANGE,Current,2022-08-26 14:49:40,2022-08-26 14:49:40,Exchanged to SGD,-170.25,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-29 07:13:11,2022-08-29 07:13:55,Top-Up by *5577,300.00,0.00,CHF,COMPLETED,300.00
EXCHANGE,Current,2022-08-29 07:14:39,2022-08-29 07:14:39,Exchanged to SGD,-300.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-08-29 13:08:23,2022-08-29 13:09:05,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,500.00
CARD_PAYMENT,Current,2022-09-01 05:25:46,2022-09-02 00:29:03,www.grabtaxi.com,-1.73,0.01,CHF,COMPLETED,498.26
CARD_PAYMENT,Current,2022-09-01 09:06:43,2022-09-02 00:29:04,www.grabtaxi.com,-1.53,0.01,CHF,COMPLETED,496.72
ATM,Current,2022-09-01 03:29:32,2022-09-02 03:40:37,Cash at Alfamart Petitenget No,-99.68,2.49,CHF,COMPLETED,394.55
ATM,Current,2022-09-01 03:25:56,2022-09-02 03:40:37,Cash at Alfamart Petitenget No,-99.68,2.49,CHF,COMPLETED,292.38
CARD_PAYMENT,Current,2022-09-02 03:23:15,2022-09-03 01:07:43,www.grabtaxi.com,-0.94,0.00,CHF,COMPLETED,291.44
ATM,Current,2022-09-03 14:23:18,2022-09-04 03:27:47,Cash at Alfamart Petitenget No,-99.84,3.50,CHF,COMPLETED,188.10
CARD_PAYMENT,Current,2022-09-05 05:21:07,2022-09-06 00:34:24,Meguna Ubud,-6.66,0.03,CHF,COMPLETED,181.41
TOPUP,Current,2022-09-06 01:09:15,2022-09-06 01:11:22,Top-Up by *5577,500.00,0.00,CHF,COMPLETED,681.41
ATM,Current,2022-09-06 09:20:08,2022-09-07 03:47:08,Cash at Padang Tegal Ubud,-132.89,3.32,CHF,COMPLETED,545.20
CARD_PAYMENT,Current,2022-09-06 09:18:31,2022-09-07 21:00:42,Ryoshi Japanese Rest,-9.92,0.05,CHF,COMPLETED,535.23
CARD_PAYMENT,Current,2022-09-07 06:29:39,2022-09-08 00:23:39,www.grabtaxi.com,-2.67,0.01,CHF,COMPLETED,532.55
CARD_PAYMENT,Current,2022-09-07 01:22:14,2022-09-08 00:23:39,www.grabtaxi.com,-4.94,0.02,CHF,COMPLETED,527.59
CARD_PAYMENT,Current,2022-09-06 15:49:51,2022-09-08 00:23:39,www.grabtaxi.com,-5.07,0.03,CHF,COMPLETED,522.49
CARD_PAYMENT,Current,2022-09-07 09:38:39,2022-09-08 04:49:36,Espresso Bar,-2.72,0.01,CHF,COMPLETED,519.76
CARD_PAYMENT,Current,2022-09-07 09:01:15,2022-09-08 20:57:24,Urban Food Market 2,-9.00,0.04,CHF,COMPLETED,510.72
ATM,Current,2022-09-08 04:12:25,2022-09-09 03:41:12,Cash at 50 Sejong-Da,-144.47,3.61,CHF,COMPLETED,362.64
CARD_PAYMENT,Current,2022-09-10 00:16:27,2022-09-10 18:27:01,Fondation De France,-48.36,0.72,CHF,COMPLETED,313.56
CARD_PAYMENT,Current,2022-09-10 01:20:47,2022-09-11 02:43:21,Getyourguide Tickets,-66.43,0.99,CHF,COMPLETED,246.14
ATM,Current,2022-09-12 01:07:19,2022-09-13 00:39:50,Cash at 50 Sejong-Da,-141.95,3.55,CHF,COMPLETED,100.64
CARD_PAYMENT,Current,2022-09-10 08:21:22,2022-09-14 03:58:12,Cu Bgf 3092,-2.80,0.04,CHF,COMPLETED,97.80
CARD_PAYMENT,Current,2022-09-08 03:58:18,2022-09-14 03:58:12,Cu Bgf 3092,-1.25,0.01,CHF,COMPLETED,96.54
TOPUP,Current,2022-09-15 13:10:05,2022-09-15 13:10:13,Top-Up by *5577,200.00,0.00,CHF,COMPLETED,296.54
EXCHANGE,Current,2022-09-15 13:13:35,2022-09-15 13:13:35,Exchanged to SGD,-200.00,0.00,CHF,COMPLETED,96.54
TOPUP,Current,2022-09-15 13:16:04,2022-09-15 13:16:18,Top-Up by *5577,200.00,0.00,CHF,COMPLETED,296.54
TOPUP,Current,2022-09-15 13:15:58,2022-09-15 13:16:18,Top-Up by *5577,200.00,0.00,CHF,COMPLETED,496.54
EXCHANGE,Current,2022-09-15 13:16:42,2022-09-15 13:16:42,Exchanged to SGD,-300.00,0.00,CHF,COMPLETED,196.54
CARD_PAYMENT,Current,2022-09-21 04:29:12,2022-09-21 16:11:36,netflix.com,-12.98,0.00,CHF,COMPLETED,183.56
CARD_PAYMENT,Current,2022-09-21 05:52:49,2022-09-22 01:09:13,Microsoft*subscription,-9.63,0.00,CHF,COMPLETED,173.93
EXCHANGE,Current,2022-10-28 16:28:53,2022-10-28 16:28:53,Exchanged to EUR,-100.00,0.00,CHF,COMPLETED,73.93
TOPUP,Current,2022-11-17 14:42:57,2022-11-17 14:43:12,Google Pay Top-Up by *5577,50.00,0.00,CHF,COMPLETED,123.93
TOPUP,Current,2022-11-17 14:45:31,2022-11-17 14:45:35,Google Pay Top-Up by *5577,50.00,0.00,CHF,COMPLETED,173.93
TOPUP,Current,2022-11-17 14:45:57,2022-11-17 14:46:03,Google Pay Top-Up by *5577,100.00,0.00,CHF,COMPLETED,273.93
EXCHANGE,Current,2022-11-17 14:46:40,2022-11-17 14:46:40,Exchanged to EUR,-273.93,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2022-11-15 23:56:24,2022-11-18 07:33:35,Payment from Corentin Pierre-marie Bourdeix,500.00,0.00,CHF,COMPLETED,500.00
EXCHANGE,Current,2022-11-18 17:50:53,2022-11-18 17:50:53,Exchanged to EUR,-200.00,0.00,CHF,COMPLETED,300.00
EXCHANGE,Current,2022-11-21 19:41:28,2022-11-21 19:41:28,Exchanged to EUR,-200.00,0.00,CHF,COMPLETED,100.00
FEE,Current,2022-11-21 19:44:57,2022-11-21 19:44:57,Extra Revolut Card,-12.99,0.00,CHF,COMPLETED,87.01
TOPUP,Current,2022-11-22 12:49:54,2022-11-22 12:50:27,Google Pay Top-Up by *5577,50.00,0.00,CHF,COMPLETED,137.01
CARD_PAYMENT,Current,2022-11-27 18:46:03,2022-11-29 11:48:00,Swisscom Natel Easy,-10.00,0.00,CHF,COMPLETED,127.01
EXCHANGE,Current,2022-12-02 13:12:50,2022-12-02 13:12:50,Exchanged to EUR,-100.00,0.00,CHF,COMPLETED,27.01
TOPUP,Current,2022-12-08 17:45:43,2022-12-08 17:45:45,Google Pay Top-Up by *5577,200.00,0.00,CHF,COMPLETED,227.01
TOPUP,Current,2022-12-08 17:46:46,2022-12-08 17:46:49,Google Pay Top-Up by *5577,300.00,0.00,CHF,COMPLETED,527.01
EXCHANGE,Current,2022-12-08 17:47:35,2022-12-08 17:47:35,Exchanged to EUR,-520.00,0.00,CHF,COMPLETED,7.01
TOPUP,Current,2023-02-05 13:04:17,2023-02-05 13:04:20,Google Pay Top-Up by *5577,600.00,0.00,CHF,COMPLETED,607.01
TOPUP,Current,2023-02-05 13:04:55,2023-02-05 13:04:57,Google Pay Top-Up by *5577,600.00,0.00,CHF,COMPLETED,1207.01
TOPUP,Current,2023-02-05 13:06:08,2023-02-05 13:06:14,Google Pay Top-Up by *5577,600.00,0.00,CHF,COMPLETED,1807.01
EXCHANGE,Current,2023-02-06 18:36:27,2023-02-06 18:36:27,Exchanged to EUR,-1807.01,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2023-03-10 07:04:19,2023-03-10 07:04:20,Payment from Corentin Pierre-marie Bourdeix,650.00,0.00,CHF,COMPLETED,650.00
EXCHANGE,Current,2023-03-10 07:11:37,2023-03-10 07:11:37,Exchanged to EUR,-650.00,0.00,CHF,COMPLETED,0.00
TOPUP,Current,2023-03-17 13:06:00,2023-03-17 13:06:01,Payment from Corentin Pierre-marie Bourdeix,1500.00,0.00,CHF,COMPLETED,1500.00
EXCHANGE,Current,2023-03-23 13:47:30,2023-03-23 13:47:30,Exchanged to EUR,-500.00,0.00,CHF,COMPLETED,1000.00
CARD_PAYMENT,Current,2023-03-25 01:24:58,2023-03-26 12:08:43,Morosani Posthotel,-18.00,0.00,CHF,COMPLETED,982.00
EXCHANGE,Current,2023-03-28 19:58:11,2023-03-28 19:58:11,Exchanged to EUR,-500.00,0.00,CHF,COMPLETED,482.00
TOPUP,Current,2023-03-29 06:04:28,2023-03-29 06:04:29,Payment from Corentin Pierre-marie Bourdeix,1000.00,0.00,CHF,COMPLETED,1482.00
CARD_PAYMENT,Current,2023-04-11 10:01:52,2023-04-12 12:55:10,Kaisin.,-23.90,0.00,CHF,COMPLETED,1458.10
EXCHANGE,Current,2023-04-12 19:32:03,2023-04-12 19:32:03,Exchanged to EUR,-200.00,0.00,CHF,COMPLETED,1258.10
